Year,Make,Model,Reg #,Serial Number,Price,TTAF,Landings,Location,Company,URL
2017,Embraer,Phenom 300,,,Inquire,7000,4910,DE,Atlas Air Service AG,https://www.aso.com/listings/spec/ViewAd.aspx?id=199169&listingType=true
2015,Embraer,Phenom 300,,,Inquire,1500,1226,GB,Aradian Aviation Ltd.,https://www.aso.com/listings/spec/ViewAd.aspx?id=196188&listingType=true
2014,Embraer,Phenom 300,N237JT,50500166,Inquire,1278,897,"SC, US",International Aircraft Marketing & Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=195302&listingType=true
2013,Embraer,Phenom 300,N173PJ,50500167,Inquire,2396,1359,"NC, US",Southern Cross Aircraft LLC,https://www.aso.com/listings/spec/ViewAd.aspx?id=199181&listingType=true
2015,Embraer,Phenom 300,F-HBDX,50500216,Inquire,4285,3875,"CT, US","Guardian Jet, LLC",https://www.aso.com/listings/spec/ViewAd.aspx?id=197448&listingType=true
2014,Embraer,Phenom 300,XA-VGL,50500262,Inquire,5297,3681,"CT, US","Guardian Jet, LLC",https://www.aso.com/listings/spec/ViewAd.aspx?id=197216&listingType=true
2015,Embraer,Phenom 300,XA-LOB,50500303,7695000,5117,3724,"CT, US","Guardian Jet, LLC",https://www.aso.com/listings/spec/ViewAd.aspx?id=195768&listingType=true
2015,Embraer,Phenom 300,5N-AAK,50500329,Inquire,4207,5178,"NC, US",Jetcraft ,https://www.aso.com/listings/spec/ViewAd.aspx?id=192693&listingType=true
2016,Embraer,Phenom 300,N32KC,50500339,Inquire,1452,957,"NC, US",Jetcraft ,https://www.aso.com/listings/spec/ViewAd.aspx?id=198379&listingType=true
2023,Embraer,Phenom 100 EV,D-ISOV,EMB-50000437,Inquire,165,100,DE,Lone Mountain Aircraft,https://www.aso.com/listings/spec/ViewAd.aspx?id=197597&listingType=true
2009,Embraer,Phenom 100,N80EJ,50000056,2495000,2686,2063,"OK, US",Omni Aircraft Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=199170&listingType=true
2010,Embraer,Phenom 100,N623DT,500-00148,Inquire,2220,1535,"FL, US",International Aircraft Marketing & Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=196949&listingType=true
2013,Embraer,Phenom 100,N506P,50000313,3250000,3143,3244,"CT, US","Guardian Jet, LLC",https://www.aso.com/listings/spec/ViewAd.aspx?id=198592&listingType=true
2013,Embraer,Phenom 100,F-HPBM,50000317,Inquire,1920,1845,SE,BAM Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=192692&listingType=true
2014,Embraer,Legacy 650,,,Inquire,2436,1283,"FL, US",Flight Source International,https://www.aso.com/listings/spec/ViewAd.aspx?id=198912&listingType=true
2016,Embraer,Legacy 650,,,Inquire,2400,885,GB,Aradian Aviation Ltd.,https://www.aso.com/listings/spec/ViewAd.aspx?id=199084&listingType=true
2011,Embraer,Legacy 650,JY-CII,14501142,Inquire,3739,1936,"NC, US",Jetcraft ,https://www.aso.com/listings/spec/ViewAd.aspx?id=182186&listingType=true
2012,Embraer,Legacy 650,F-HSTB,14501160,Inquire,6138,2480,"NC, US",Jetcraft ,https://www.aso.com/listings/spec/ViewAd.aspx?id=198081&listingType=true
2014,Embraer,Legacy 650,N333BH,14501167,15495000,2934,1248,"CT, US","Guardian Jet, LLC",https://www.aso.com/listings/spec/ViewAd.aspx?id=198162&listingType=true
2005,Embraer,Legacy 600,XA-MSA,14500925,Inquire,10202,5246,"NC, US",Jetcraft ,https://www.aso.com/listings/spec/ViewAd.aspx?id=196961&listingType=true
2015,Embraer,Legacy 500,N500VC,55000016,Inquire,2870,2269,"CT, US","Guardian Jet, LLC",https://www.aso.com/listings/spec/ViewAd.aspx?id=198177&listingType=true
2016,Embraer,Legacy 500,G-HARG,55000039,Inquire,3246,2195,CH,Pula Aviation Services Ltd,https://www.aso.com/listings/spec/ViewAd.aspx?id=198019&listingType=true
2017,Embraer,Legacy 500,D-BEER,55000056,Inquire,4255,2664,"NC, US",Jetcraft ,https://www.aso.com/listings/spec/ViewAd.aspx?id=197932&listingType=true
2018,Embraer,Legacy 500,G-HAPA,55000057,Inquire,2481,1562,GB,Pula Aviation Services Ltd,https://www.aso.com/listings/spec/ViewAd.aspx?id=199069&listingType=true
2017,Embraer,Legacy 500,M-LOVB,55000069,Inquire,2086,1293,"NC, US",Jetcraft ,https://www.aso.com/listings/spec/ViewAd.aspx?id=197177&listingType=true
2019,Embraer,Legacy 500,D-BJUG,55000076,Inquire,1140,nan,DE,Atlas Air Service AG,https://www.aso.com/listings/spec/ViewAd.aspx?id=197961&listingType=true
2016,Embraer,Legacy 450,N629PT,55010007,Inquire,1420,1059,"TN, US",Omni Jet Trading,https://www.aso.com/listings/spec/ViewAd.aspx?id=199005&listingType=true
1999,Embraer,ERJ 145 EP,,,Inquire,22686,21811,ZA,Absolute Aviation Aircraft Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=199268&listingType=true
2012,Embraer,E190 - 100 IGW,PP-ADV,19000568,11990000,7942,4454,"CT, US","Guardian Jet, LLC",https://www.aso.com/listings/spec/ViewAd.aspx?id=195182&listingType=true
2008,Eclipse,500,N989RF,238,1850000,1195,nan,"MS, US",International Aircraft Marketing & Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=198056&listingType=true
2019,Cirrus,Vision SF50 Vision Jet,N217VJ,0126,2699000,690,nan,"TX, US",Lone Mountain Aircraft,https://www.aso.com/listings/spec/ViewAd.aspx?id=198971&listingType=true
2022,Cirrus,Vision SF50 G2+ Vision Jet,N290VJ,0359,2895000,597,nan,"FL, US",Lone Mountain Aircraft,https://www.aso.com/listings/spec/ViewAd.aspx?id=199356&listingType=true
2023,Cirrus,Vision SF50 G2+ Vision Jet,N244HS,0480,3499000,275,nan,"WY, US",Lone Mountain Aircraft,https://www.aso.com/listings/spec/ViewAd.aspx?id=199127&listingType=true
2024,Cirrus,Vision SF50 G2+ Elite,N5150X,0605,Inquire,165,nan,"CA, US",Aerista,https://www.aso.com/listings/spec/ViewAd.aspx?id=199302&listingType=true
2025,Cirrus,Vision SF50 G2+ Elite,N13JA,0631,3674900,30,nan,"OR, US",Aerista,https://www.aso.com/listings/spec/ViewAd.aspx?id=199377&listingType=true
2020,Cirrus,Vision SF50 G2+,N929AR,0210,2825000,890,nan,"PA, US",Lone Mountain Aircraft,https://www.aso.com/listings/spec/ViewAd.aspx?id=197703&listingType=true
2020,Cirrus,Vision SF50 G2+,N14VJ,0218,2695000,2067,nan,"OH, US",Lone Mountain Aircraft,https://www.aso.com/listings/spec/ViewAd.aspx?id=197241&listingType=true
2020,Cirrus,Vision SF50 G2+,N1WK,0220,2974900,645,nan,"CO, US",Aerista,https://www.aso.com/listings/spec/ViewAd.aspx?id=199000&listingType=true
2022,Cirrus,Vision SF50 G2+,T7-SF50,0357,Inquire,360,40,"MD, US",Omni Jet Trading,https://www.aso.com/listings/spec/ViewAd.aspx?id=197636&listingType=true
2022,Cirrus,Vision SF50 G2+,N34VJ,0410,2895000,1028,nan,"OH, US",Lone Mountain Aircraft,https://www.aso.com/listings/spec/ViewAd.aspx?id=198917&listingType=true
2023,Cirrus,Vision SF50 G2+,N508SA,0448,3199000,525,nan,"IN, US",Lone Mountain Aircraft,https://www.aso.com/listings/spec/ViewAd.aspx?id=199133&listingType=true
2024,Cirrus,Vision SF50 G2+,N748PD,0577,3699900,200,nan,GB,Aerista,https://www.aso.com/listings/spec/ViewAd.aspx?id=199328&listingType=true
2023,Cirrus,Vision SF50 G2+,N520TR,450,3349000,29,19,"MD, US",Omni Jet Trading,https://www.aso.com/listings/spec/ViewAd.aspx?id=199204&listingType=true
2019,Cirrus,Vision SF50 G2 Vision Jet,N44DE,0117,2600000,665,nan,"CO, US",Lone Mountain Aircraft,https://www.aso.com/listings/spec/ViewAd.aspx?id=198374&listingType=true
2019,Cirrus,Vision SF50 G2 Elite,N13BC,0140,2849000,270,nan,"VA, US",Aerista,https://www.aso.com/listings/spec/ViewAd.aspx?id=199178&listingType=true
2019,Cirrus,Vision SF50 G2 Elite,N461CB,0141,2599000,735,nan,"FL, US",Aerista,https://www.aso.com/listings/spec/ViewAd.aspx?id=199032&listingType=true
2020,Cirrus,Vision SF50 G2,N168H,0204,2650000,615,nan,"TN, US",Lone Mountain Aircraft,https://www.aso.com/listings/spec/ViewAd.aspx?id=198336&listingType=true
2020,Cirrus,Vision SF50 G2,N217CB,0208,Inquire,300,nan,"MD, US",Omni Jet Trading,https://www.aso.com/listings/spec/ViewAd.aspx?id=195671&listingType=true
2020,Cirrus,Vision SF50 G2,N176BS,0234,2695000,444,nan,"OK, US",Lone Mountain Aircraft,https://www.aso.com/listings/spec/ViewAd.aspx?id=199277&listingType=true
2018,Cirrus,Vision SF50 G1,N705TS,0067,1900000,1000,nan,"FL, US",Lone Mountain Aircraft,https://www.aso.com/listings/spec/ViewAd.aspx?id=195979&listingType=true
2017,Cirrus,Vision SF50 Elite,N881VB,0027,1899000,845,nan,"CA, US",Aerista,https://www.aso.com/listings/spec/ViewAd.aspx?id=197187&listingType=true
2020,Cirrus,Vision SF50 Elite,N25MG,0223,2799000,375,nan,"UT, US",Aerista,https://www.aso.com/listings/spec/ViewAd.aspx?id=199287&listingType=true
2022,Cirrus,Vision SF50 G2+,N35VJ,0416,2950000,1245,993,"FL, US",Omni Jet Trading,https://www.aso.com/listings/spec/ViewAd.aspx?id=197822&listingType=true
2019,Cirrus,Vision SF50 - G2 Elite,N58AA,0100,Inquire,490,nan,"MN, US",Aerista,https://www.aso.com/listings/spec/ViewAd.aspx?id=198096&listingType=true
2020,Cirrus,Vision SF50 - G2 Elite,N197LL,0197,2699000,780,nan,"WY, US",Aerista,https://www.aso.com/listings/spec/ViewAd.aspx?id=199034&listingType=true
2018,Cirrus,Vision SF50,N934AF,0074,1890000,777,nan,"FL, US",Lone Mountain Aircraft,https://www.aso.com/listings/spec/ViewAd.aspx?id=198058&listingType=true
2018,Cirrus,Vision SF50,N99CV,0093,1799000,1275,nan,"NY, US",Lone Mountain Aircraft,https://www.aso.com/listings/spec/ViewAd.aspx?id=198354&listingType=true
2019,Cirrus,Vision SF50,N865EK,0094,Inquire,1051,nan,"IL, US",International Aircraft Marketing & Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=196994&listingType=true
2023,Cirrus,Vision SF50,N246KB,0423,Inquire,500,nan,"MD, US",Omni Jet Trading,https://www.aso.com/listings/spec/ViewAd.aspx?id=198329&listingType=true
1998,Cessna,CitationJet,,,Inquire,4000,nan,"FL, US",JETVX,https://www.aso.com/listings/spec/ViewAd.aspx?id=198790&listingType=true
1993,Cessna,CitationJet,N373AA,525-0040,1895000,6584,nan,"VA, US",AeroSolutions,https://www.aso.com/listings/spec/ViewAd.aspx?id=198983&listingType=true
1996,Cessna,CitationJet,N54HC,525-0157,Inquire,4784,3626,"AR, US",CFS Jets,https://www.aso.com/listings/spec/ViewAd.aspx?id=199242&listingType=true
1998,Cessna,CitationJet,D-IMCJ,525-0258,Inquire,3445,2880,MC,AeroBuyNow SARL,https://www.aso.com/listings/spec/ViewAd.aspx?id=199366&listingType=true
2010,Cessna,Citation XLS +,N868CG,560-6077,Inquire,3062,1956,"NJ, US",Mesinger Jet Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=199051&listingType=true
2012,Cessna,Citation XLS +,N301L,560-6101,Inquire,5551,4525,"KS, US",Textron Aviation Pre-Owned ,https://www.aso.com/listings/spec/ViewAd.aspx?id=198321&listingType=true
2014,Cessna,Citation XLS +,7T-VNC,560-6171,Inquire,4439,3452,"NC, US",Jetcraft ,https://www.aso.com/listings/spec/ViewAd.aspx?id=193950&listingType=true
2017,Cessna,Citation XLS +,,560-6233,Inquire,2398,2307,"KS, US",Textron Aviation Pre-Owned ,https://www.aso.com/listings/spec/ViewAd.aspx?id=199188&listingType=true
2018,Cessna,Citation XLS +,,560-6244,Inquire,2388,2325,"KS, US",Textron Aviation Pre-Owned ,https://www.aso.com/listings/spec/ViewAd.aspx?id=198921&listingType=true
2020,Cessna,Citation XLS +,VT-TRZ,560-6292,Inquire,1363,1131,"KS, US",Textron Aviation Pre-Owned ,https://www.aso.com/listings/spec/ViewAd.aspx?id=198981&listingType=true
2013,Cessna,Citation XLS +,D-CMHS,560XL-6140,Inquire,2755,2460,DE,Business Aviation Services Gmbh,https://www.aso.com/listings/spec/ViewAd.aspx?id=198234&listingType=true
2010,Cessna,Citation XLS +,LV-IWN,6024,Inquire,2900,2456,AR,Southern Cross Aircraft LLC,https://www.aso.com/listings/spec/ViewAd.aspx?id=199336&listingType=true
2009,Cessna,Citation XLS +,N560TE,6038,7350000,5236,3091,"TX, US",Mesinger Jet Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=199445&listingType=true
2004,Cessna,Citation XLS,N270PR,560-5507,3995000,9870,6755,"CO, US","Jeteffect, Inc.",https://www.aso.com/listings/spec/ViewAd.aspx?id=198094&listingType=true
2006,Cessna,Citation XLS,N632XL,560-5632,Inquire,9522,7379,"KY, US",Thoroughbred Aviation LLC,https://www.aso.com/listings/spec/ViewAd.aspx?id=197735&listingType=true
2008,Cessna,Citation XLS,OO-SLM,560-5781,Inquire,5067,4101,"NC, US",Jetcraft ,https://www.aso.com/listings/spec/ViewAd.aspx?id=197742&listingType=true
2008,Cessna,Citation XLS,N413SK,560-5793,5995000,8069,4612,"IL, US","Jet Sense Aviation, LLC",https://www.aso.com/listings/spec/ViewAd.aspx?id=198836&listingType=true
2007,Cessna,Citation XLS,SE-RMR,5727,Inquire,7800,5970,SE,BAM Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=199364&listingType=true
2016,Cessna,Citation X+,N752RJ,750-0501,Inquire,2115,1552,"NM, US",Tern Jet Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=198750&listingType=true
2016,Cessna,Citation X+,N104PC,750-0503,Inquire,2674,1903,"FL, US",RL Aviation ,https://www.aso.com/listings/spec/ViewAd.aspx?id=198748&listingType=true
2014,Cessna,Citation X+,N79ZE,750-0510,Inquire,3213,1916,"KS, US",Textron Aviation Pre-Owned ,https://www.aso.com/listings/spec/ViewAd.aspx?id=197423&listingType=true
2008,Cessna,Citation X 750,N735XJ,0293,2995000,12695,7374,"NC, US",Southern Cross Aircraft LLC,https://www.aso.com/listings/spec/ViewAd.aspx?id=198550&listingType=true
2006,Cessna,Citation X,N750DX,263,4695000,6085,4179,"MD, US","Avpro, Inc.",https://www.aso.com/listings/spec/ViewAd.aspx?id=198189&listingType=true
1996,Cessna,Citation X,N78ZE,750-0005,Inquire,8738,5571,"KS, US",Textron Aviation Pre-Owned ,https://www.aso.com/listings/spec/ViewAd.aspx?id=199185&listingType=true
1998,Cessna,Citation X,N405BS,750-0041,Inquire,5749,2478,"TX, US",Charlie Bravo Aviation,https://www.aso.com/listings/spec/ViewAd.aspx?id=176693&listingType=true
2004,Cessna,Citation X,M-SEAO,750-0232,Inquire,5479,3706,"FL, US",RL Aviation ,https://www.aso.com/listings/spec/ViewAd.aspx?id=199131&listingType=true
2005,Cessna,Citation X,N249AL,750-0249,Inquire,6153,4020,"FL, US",International Aircraft Marketing & Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=198503&listingType=true
2009,Cessna,Citation X,N299CX,750-0299,5995000,7360,4349,"KS, US",QS Partners LLC,https://www.aso.com/listings/spec/ViewAd.aspx?id=198621&listingType=true
1994,Cessna,Citation VII,N430SA,650-7041,Inquire,8574,4631,"CT, US",International Aircraft Marketing & Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=197780&listingType=true
1995,Cessna,Citation VII,N657T,650-7042,Inquire,9899,7571,"TX, US",Trilogy Aviation Group ,https://www.aso.com/listings/spec/ViewAd.aspx?id=196837&listingType=true
1997,Cessna,Citation VII,N650AB,650-7074,Inquire,3411,2669,"FL, US",RL Aviation ,https://www.aso.com/listings/spec/ViewAd.aspx?id=197916&listingType=true
1997,Cessna,Citation VII,N1210N,650-7078,Inquire,7904,5531,"IL, US",Coleman Jet Solutions LLC,https://www.aso.com/listings/spec/ViewAd.aspx?id=198294&listingType=true
1994,Cessna,Citation V Ultra,N15SL,560-0272,Inquire,6397,4700,"FL, US",Sky Aviation Holdings LLC,https://www.aso.com/listings/spec/ViewAd.aspx?id=197108&listingType=true
1996,Cessna,Citation V Ultra,N560RX,560-0378,Inquire,7427,4823,"FL, US",Austin Jet Aircraft Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=197473&listingType=true
1992,Cessna,Citation V,,,Inquire,10772,10505,ZA,Absolute Aviation Aircraft Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=199263&listingType=true
1989,Cessna,Citation V,N953F,560-0005,1995000,10330,8269,"CO, US",QS Partners LLC,https://www.aso.com/listings/spec/ViewAd.aspx?id=197957&listingType=true
1990,Cessna,Citation V,N400KS,560-0041,Inquire,7435,4857,"MO, US",Magna Air Group LLC,https://www.aso.com/listings/spec/ViewAd.aspx?id=196810&listingType=true
1990,Cessna,Citation V,N100WP,560-0073,Inquire,5060,4028,"FL, US",RL Aviation ,https://www.aso.com/listings/spec/ViewAd.aspx?id=198249&listingType=true
1991,Cessna,Citation V,N935JM,560-0093,Inquire,6062,5215,"FL, US",Aerocentro Corp,https://www.aso.com/listings/spec/ViewAd.aspx?id=196359&listingType=true
1991,Cessna,Citation V,N565EJ,560-0099,Inquire,11583,10201,"MT, US",Exclusive Aircraft Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=198011&listingType=true
1994,Cessna,Citation V,N559BM,560-0259,2100000,11053,8347,"MD, US",Omni Jet Trading,https://www.aso.com/listings/spec/ViewAd.aspx?id=198098&listingType=true
1997,Cessna,Citation Ultra,N444ZH,560-0444,Inquire,13250,10843,"NC, US","Carolina Jet, Inc.",https://www.aso.com/listings/spec/ViewAd.aspx?id=196747&listingType=true
2005,Cessna,Citation Sovereign,XA-AFG,680-0053,5800000,4777,3222,"VA, US","Capital Jet Group, Inc.",https://www.aso.com/listings/spec/ViewAd.aspx?id=196939&listingType=true
2006,Cessna,Citation Sovereign,N652PP,680-0083,Inquire,6898,4161,"MI, US","Jeteffect, Inc.",https://www.aso.com/listings/spec/ViewAd.aspx?id=199299&listingType=true
2006,Cessna,Citation Sovereign,PP-ACV,6800091,Inquire,3156,2447,BR,Airlounge Assessoria & Consultoria Administrativa,https://www.aso.com/listings/spec/ViewAd.aspx?id=199140&listingType=true
2006,Cessna,Citation Sovereign,N927JK,680-0104,Inquire,5709,3474,"CO, US",Hatt & Associates,https://www.aso.com/listings/spec/ViewAd.aspx?id=197910&listingType=true
2006,Cessna,Citation Sovereign,HB-JJT,680-0114,Inquire,5028,3206,"NC, US",Jetcraft ,https://www.aso.com/listings/spec/ViewAd.aspx?id=198916&listingType=true
2007,Cessna,Citation Sovereign,VH-EXQ,680-0129,Inquire,4650,2800,DE,Atlas Air Service AG,https://www.aso.com/listings/spec/ViewAd.aspx?id=196407&listingType=true
2008,Cessna,Citation Sovereign,N926CC,680-0248,3250000,5401,3845,"VA, US",AeroSolutions,https://www.aso.com/listings/spec/ViewAd.aspx?id=198920&listingType=true
2009,Cessna,Citation Sovereign,N72UK,680-0275,Inquire,4942,nan,"KY, US",International Aircraft Marketing & Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=198605&listingType=true
2010,Cessna,Citation Sovereign,N3099,680-0306,Inquire,2736,2078,"NC, US",Jetcraft ,https://www.aso.com/listings/spec/ViewAd.aspx?id=196184&listingType=true
1985,Cessna,Citation S/II,N698JT,S550-0044,1350000,11784,9750,"OK, US",International Aircraft Marketing & Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=198033&listingType=true
1985,Cessna,Citation S/II,N698PT,S550-0060,1295000,10624,8667,"IN, US",International Aircraft Marketing & Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=198436&listingType=true
1985,Cessna,Citation S/II,N633AT,S550-0066,995000,9289,10012,"TN, US","Northern Jet Sales, LLC",https://www.aso.com/listings/spec/ViewAd.aspx?id=198942&listingType=true
1986,Cessna,Citation S/II,N17LP,S550-0111,795000,13772,10631,"FL, US",Omni Jet Trading,https://www.aso.com/listings/spec/ViewAd.aspx?id=198634&listingType=true
2009,Cessna,Citation Mustang,N510HA,510-0166,1695000,7095,6475,"TX, US",Avacquire Inc. ,https://www.aso.com/listings/spec/ViewAd.aspx?id=199323&listingType=true
2010,Cessna,Citation Mustang,VH-VSQ,510-0358,Inquire,2757,3072,"KS, US",Textron Aviation Pre-Owned ,https://www.aso.com/listings/spec/ViewAd.aspx?id=198980&listingType=true
2012,Cessna,Citation Mustang,N826AG,510-0400,Inquire,1040,nan,"NC, US",CFS Jets,https://www.aso.com/listings/spec/ViewAd.aspx?id=199404&listingType=true
2013,Cessna,Citation Mustang,VH-NFP,510-0432,1825000,2715,2332,"KS, US",Textron Aviation Pre-Owned ,https://www.aso.com/listings/spec/ViewAd.aspx?id=198910&listingType=true
2017,Cessna,Citation Mustang,N510MH,510-0478,Inquire,1035,1007,"NC, US",CFS Jets,https://www.aso.com/listings/spec/ViewAd.aspx?id=199406&listingType=true
2009,Cessna,Citation Mustang,N949JB,510-218,2325000,2316,nan,"MD, US",Omni Jet Trading,https://www.aso.com/listings/spec/ViewAd.aspx?id=197959&listingType=true
2023,Cessna,Citation M2 Gen2,N255MP,525-1146,Inquire,258,177,"KS, US",Textron Aviation Pre-Owned ,https://www.aso.com/listings/spec/ViewAd.aspx?id=199183&listingType=true
2013,Cessna,Citation M2,N390KT,525-0813,Inquire,3693,2552,"NE, US",Duncan Aviation,https://www.aso.com/listings/spec/ViewAd.aspx?id=199271&listingType=true
2014,Cessna,Citation M2,F-HGRI,525-0851,Inquire,2506,2035,"NC, US",Jetcraft ,https://www.aso.com/listings/spec/ViewAd.aspx?id=198472&listingType=true
2016,Cessna,Citation M2,N96PZ,525-0938,3850000,1735,989,"CT, US","Guardian Jet, LLC",https://www.aso.com/listings/spec/ViewAd.aspx?id=198962&listingType=true
2018,Cessna,Citation M2,N399AB,525-0990,Inquire,710,647,"KS, US",Textron Aviation Pre-Owned ,https://www.aso.com/listings/spec/ViewAd.aspx?id=197319&listingType=true
2019,Cessna,Citation M2,N5NC,525-1038,Inquire,770,565,"OH, US",Lone Mountain Aircraft,https://www.aso.com/listings/spec/ViewAd.aspx?id=199012&listingType=true
2021,Cessna,Citation M2,N605SN,525-1097,Inquire,401,313,"NC, US",Southern Cross Aircraft LLC,https://www.aso.com/listings/spec/ViewAd.aspx?id=199066&listingType=true
2013,Cessna,Citation M2,C-FBID,525-801,3175000,2475,1870,"BC, CA",,https://www.aso.com/listings/spec/ViewAd.aspx?id=199233&listingType=true
2019,Cessna,Citation Longitude,N16YE,700-0008,Inquire,1005,1138,"TX, US",Dallas Jet International,https://www.aso.com/listings/spec/ViewAd.aspx?id=199275&listingType=true
2019,Cessna,Citation Longitude,N242AW,700-0009,Inquire,1337,686,"KS, US",Textron Aviation Pre-Owned ,https://www.aso.com/listings/spec/ViewAd.aspx?id=198327&listingType=true
2023,Cessna,Citation Longitude,N336ML,700-0099,Inquire,185,83,"KS, US",Jetcraft ,https://www.aso.com/listings/spec/ViewAd.aspx?id=195078&listingType=true
2017,Cessna,Citation Latitude,D-CAWK,107,12750000,4816,3268,DE,"Guardian Jet, LLC",https://www.aso.com/listings/spec/ViewAd.aspx?id=197615&listingType=true
2018,Cessna,Citation Latitude,N476SK,680A-0158,Inquire,1148,795,"KS, US",Textron Aviation Pre-Owned ,https://www.aso.com/listings/spec/ViewAd.aspx?id=196504&listingType=true
1979,Cessna,Citation ISP Stallion,N41GT,501-0297,Inquire,9700,9411,"TX, US",International Aircraft Marketing & Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=196002&listingType=true
1978,Cessna,Citation ISP Eagle II,N61HA,501-0044,1050000,11822,nan,"TX, US",Avacquire Inc. ,https://www.aso.com/listings/spec/ViewAd.aspx?id=199322&listingType=true
1980,Cessna,Citation ISP,N551MS,501-0147,Inquire,4990,4430,"TX, US",International Aircraft Marketing & Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=199326&listingType=true
1982,Cessna,Citation ISP,N501MF,501-0244,525000,6119,6262,"FL, US",International Aircraft Marketing & Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=198684&listingType=true
1983,Cessna,Citation ISP,N986DS,501-0321,325000,5908,4969,"OH, US",International Aircraft Marketing & Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=199106&listingType=true
1983,Cessna,Citation IISP,YV1563,551-0463,Inquire,7979,7961,"FL, US",Aerocentro Corp,https://www.aso.com/listings/spec/ViewAd.aspx?id=173681&listingType=true
1983,Cessna,Citation III,N970GW,650-0019,1300000,7031,5390,MX,Flight Source International,https://www.aso.com/listings/spec/ViewAd.aspx?id=196210&listingType=true
1984,Cessna,Citation III,N370TP,650-0059,Inquire,8450,nan,"PR, US",Flight Source International,https://www.aso.com/listings/spec/ViewAd.aspx?id=199413&listingType=true
1984,Cessna,Citation III,N444CW,650-0064,Inquire,9147,7732,"MD, US",International Aircraft Marketing & Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=198068&listingType=true
1986,Cessna,Citation III,N264GV,650-0104,1100000,8774,6837,"FL, US",Omni Jet Trading,https://www.aso.com/listings/spec/ViewAd.aspx?id=198801&listingType=true
1986,Cessna,Citation III,N700MH,650-0127,Inquire,9734,6791,"MI, US","Team 20, LLC ",https://www.aso.com/listings/spec/ViewAd.aspx?id=198961&listingType=true
1988,Cessna,Citation III,N650PF,650-0154,Inquire,8814,5332,"IL, US",General Aviation Services,https://www.aso.com/listings/spec/ViewAd.aspx?id=196631&listingType=true
1978,Cessna,Citation II,N780CF,550-0014,575000,9038,nan,"OR, US",International Aircraft Marketing & Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=197976&listingType=true
1978,Cessna,Citation II,N622PG,550-0037,795000,9847,8284,"OH, US","Barnett Investment Group, Inc.",https://www.aso.com/listings/spec/ViewAd.aspx?id=199083&listingType=true
1979,Cessna,Citation II,N432NM,550-0078,Inquire,14136,nan,"SC, US",International Aircraft Marketing & Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=199290&listingType=true
1980,Cessna,Citation II,CC-CLC,550-0104,Inquire,14458,9472,CL,Flight Source International,https://www.aso.com/listings/spec/ViewAd.aspx?id=196556&listingType=true
1985,Cessna,Citation II,N85HE,550-0162,485000,10035,11382,"TX, US",International Aircraft Marketing & Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=192470&listingType=true
1980,Cessna,Citation II,N676CM,550-0186,Inquire,10317,nan,"MD, US",Omni Jet Trading,https://www.aso.com/listings/spec/ViewAd.aspx?id=195472&listingType=true
1981,Cessna,Citation II,CC-ASH,550-0245,Inquire,12830,11521,CL,International Aircraft Marketing & Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=192931&listingType=true
1981,Cessna,Citation II,CC-AYR,550-0319,975000,15041,12628,CL,International Aircraft Marketing & Sales,https://www.aso.com/listings/spec/ViewAd.aspx?id=193516&listingType=true
1982,Cessna,Citation II,N476RS,550-0441,699000,9187,8066,"AL, US","Barnett Investment Group, Inc.",https://www.aso.com/listings/spec/ViewAd.aspx?id=198307&listingType=true
1984,Cessna,Citation II,CC-AHQ,550-0486,Inquire,8029,6578,"FL, US",Flight Source International,https://www.aso.com/listings/spec/ViewAd.aspx?id=196776&listingType=true
1988,Cessna,Citation II,,550-0596,Inquire,12249,11859,"NC, US",CFS Jets,https://www.aso.com/listings/spec/ViewAd.aspx?id=199057&listingType=true
1989,Cessna,Citation II,N505MS,550-0601,799000,6894,7216,TR,Omni Jet Trading,https://www.aso.com/listings/spec/ViewAd.aspx?id=199425&listingType=true
